result_id,student_id,course_id,teacher_id,marks_obtained,total_marks,percentage,grade,status,semester,exam_type,remarks,created_at
R0040370,S000367,C00064,T00273,25.0,30.0,83.33,B+,Pass,6,Final,Needs Improvement,2026-08-08 12:43:13.461
R0040371,S001889,C00003,T00220,13.0,30.0,43.33,F,Fail,8,Final,Excellent,2026-08-08 12:43:13.461
R0040372,S001934,C00073,T00061,12.0,20.0,60.0,C,Pass,3,Assignment,Excellent,2026-08-08 12:43:13.461
R0040373,S000067,C00121,T00276,9.0,20.0,45.0,F,Fail,8,Mid,Excellent,2026-08-08 12:43:13.461
R0040374,S000803,C00039,T00020,45.0,100.0,45.0,F,Fail,3,Final,,2026-08-08 12:43:13.461
R0040375,S000930,C00054,T00130,5.0,20.0,25.0,F,Fail,6,Final,,2026-08-08 12:43:13.461
R0040376,S001730,C00036,T00160,48.0,50.0,96.0,A+,Pass,6,Mid,Average Performance,2026-08-08 12:43:13.461
R0040377,S001198,C00071,T00233,98.0,100.0,98.0,A+,Pass,6,Assignment,Excellent,2026-08-08 12:43:13.461
R0040378,S001678,C00125,T00073,24.0,30.0,80.0,B+,Pass,2,Mid,Average Performance,2026-08-08 12:43:13.461
R0040379,S001014,C00147,T00037,18.0,20.0,90.0,A+,Pass,2,Final,Average Performance,2026-08-08 12:43:13.461
R0040380,S001067,C00097,T00191,45.0,50.0,90.0,A+,Pass,4,Final,,2026-08-08 12:43:13.461
R0040381,S000298,C00043,T00121,71.0,100.0,71.0,C+,Pass,4,Quiz,,2026-08-08 12:43:13.461
R0040382,S001605,C00024,T00043,90.0,100.0,90.0,A+,Pass,7,Assignment,Needs Improvement,2026-08-08 12:43:13.461
R0040383,S000367,C00029,T00115,17.0,20.0,85.0,A,Pass,6,Assignment,Average Performance,2026-08-08 12:43:13.461
R0040384,S000272,C00133,T00103,9.0,30.0,30.0,F,Fail,2,Quiz,Average Performance,2026-08-08 12:43:13.462
R0040385,S000800,C00047,T00154,47.0,50.0,94.0,A+,Pass,3,Mid,Average Performance,2026-08-08 12:43:13.462
R0040386,S000618,C00116,T00080,79.0,100.0,79.0,B,Pass,6,Assignment,Excellent,2026-08-08 12:43:13.462
R0040387,S000272,C00141,T00199,31.0,50.0,62.0,C,Pass,2,Final,,2026-08-08 12:43:13.462
R0040388,S000632,C00111,T00184,29.0,30.0,96.67,A+,Pass,2,Mid,Excellent,2026-08-08 12:43:13.462
R0040389,S000473,C00063,T00010,20.0,30.0,66.67,C,Pass,2,Final,,2026-08-08 12:43:13.462
R0040390,S001368,C00059,T00300,53.0,100.0,53.0,D,Pass,8,Mid,,2026-08-08 12:43:13.462
R0040391,S001333,C00095,T00291,30.0,100.0,30.0,F,Fail,3,Final,Average Performance,2026-08-08 12:43:13.462
R0040392,S001200,C00069,T00017,48.0,100.0,48.0,F,Fail,1,Final,Average Performance,2026-08-08 12:43:13.462
R0040393,S001444,C00037,T00204,72.0,100.0,72.0,C+,Pass,8,Final,,2026-08-08 12:43:13.462
R0040394,S000998,C00060,T00075,13.0,20.0,65.0,C,Pass,1,Mid,Excellent,2026-08-08 12:43:13.462
R0040395,S001520,C00035,T00148,7.0,20.0,35.0,F,Fail,1,Mid,Needs Improvement,2026-08-08 12:43:13.462
R0040396,S001093,C00143,T00114,35.0,50.0,70.0,C+,Pass,5,Quiz,Excellent,2026-08-08 12:43:13.462
R0040397,S000732,C00070,T00191,45.0,50.0,90.0,A+,Pass,7,Assignment,Needs Improvement,2026-08-08 12:43:13.462
R0040398,S001906,C00080,T00062,7.0,20.0,35.0,F,Fail,7,Final,Average Performance,2026-08-08 12:43:13.462
R0040399,S001143,C00049,T00076,30.0,50.0,60.0,C,Pass,7,Mid,Excellent,2026-08-08 12:43:13.462
R0040400,S000028,C00094,T00060,40.0,100.0,40.0,F,Fail,4,Assignment,Needs Improvement,2026-08-08 12:43:13.462
R0040401,S001436,C00055,T00228,16.0,30.0,53.33,D,Pass,6,Quiz,Excellent,2026-08-08 12:43:13.462
R0040402,S000847,C00119,T00150,33.0,100.0,33.0,F,Fail,8,Quiz,,2026-08-08 12:43:13.462
R0040403,S000168,C00041,T00036,8.0,20.0,40.0,F,Fail,3,Mid,Average Performance,2026-08-08 12:43:13.462
R0040404,S001923,C00029,T00115,16.0,20.0,80.0,B+,Pass,6,Assignment,Average Performance,2026-08-08 12:43:13.462
R0040405,S000659,C00044,T00201,19.0,30.0,63.33,C,Pass,4,Quiz,,2026-08-08 12:43:13.462
R0040406,S000125,C00021,T00115,45.0,100.0,45.0,F,Fail,5,Final,Needs Improvement,2026-08-08 12:43:13.462
R0040407,S001706,C00115,T00092,5.0,20.0,25.0,F,Fail,1,Quiz,Excellent,2026-08-08 12:43:13.462
R0040408,S001107,C00115,T00092,21.0,30.0,70.0,C+,Pass,1,Final,Needs Improvement,2026-08-08 12:43:13.462
R0040409,S001940,C00136,T00274,34.0,50.0,68.0,C,Pass,7,Quiz,Excellent,2026-08-08 12:43:13.462
R0040410,S000196,C00062,T00147,29.0,30.0,96.67,A+,Pass,5,Mid,Average Performance,2026-08-08 12:43:13.462
R0040411,S000515,C00122,T00216,46.0,50.0,92.0,A+,Pass,6,Mid,Average Performance,2026-08-08 12:43:13.462
R0040412,S000499,C00086,T00172,12.0,50.0,24.0,F,Fail,7,Final,Average Performance,2026-08-08 12:43:13.462
R0040413,S000657,C00004,T00237,25.0,30.0,83.33,B+,Pass,2,Assignment,Excellent,2026-08-08 12:43:13.462
R0040414,S001082,C00024,T00043,7.0,30.0,23.33,F,Fail,7,Quiz,Average Performance,2026-08-08 12:43:13.462
R0040415,S000665,C00004,T00237,56.0,100.0,56.0,D,Pass,2,Final,,2026-08-08 12:43:13.462
R0040416,S001582,C00018,T00221,11.0,20.0,55.0,D,Pass,8,Quiz,Average Performance,2026-08-08 12:43:13.462
R0040417,S001332,C00073,T00061,10.0,20.0,50.0,D,Pass,3,Quiz,,2026-08-08 12:43:13.462
R0040418,S001045,C00139,T00176,41.0,50.0,82.0,B+,Pass,8,Assignment,Average Performance,2026-08-08 12:43:13.462
R0040419,S000122,C00068,T00067,13.0,20.0,65.0,C,Pass,5,Assignment,Average Performance,2026-08-08 12:43:13.462
R0040420,S000719,C00097,T00191,33.0,100.0,33.0,F,Fail,4,Final,Needs Improvement,2026-08-08 12:43:13.462
R0040421,S000635,C00005,T00214,30.0,30.0,100.0,A+,Pass,8,Quiz,Average Performance,2026-08-08 12:43:13.462
R0040422,S000086,C00037,T00204,16.0,50.0,32.0,F,Fail,8,Quiz,Average Performance,2026-08-08 12:43:13.462
R0040423,S000737,C00115,T00092,10.0,30.0,33.33,F,Fail,1,Quiz,,2026-08-08 12:43:13.462
R0040424,S000109,C00133,T00103,30.0,30.0,100.0,A+,Pass,2,Final,,2026-08-08 12:43:13.462
R0040425,S000780,C00070,T00191,25.0,30.0,83.33,B+,Pass,7,Quiz,Average Performance,2026-08-08 12:43:13.462
R0040426,S001107,C00135,T00280,11.0,30.0,36.67,F,Fail,1,Assignment,Excellent,2026-08-08 12:43:13.462
R0040427,S000389,C00063,T00010,24.0,30.0,80.0,B+,Pass,2,Assignment,,2026-08-08 12:43:13.462
R0040428,S001873,C00069,T00017,19.0,50.0,38.0,F,Fail,1,Mid,Average Performance,2026-08-08 12:43:13.462
R0040429,S001993,C00099,T00092,85.0,100.0,85.0,A,Pass,3,Final,Average Performance,2026-08-08 12:43:13.462
R0040430,S000374,C00109,T00065,29.0,50.0,58.0,D,Pass,5,Final,Average Performance,2026-08-08 12:43:13.462
R0040431,S000031,C00063,T00010,75.0,100.0,75.0,B,Pass,2,Quiz,Average Performance,2026-08-08 12:43:13.462
R0040432,S000906,C00133,T00103,12.0,20.0,60.0,C,Pass,2,Final,Needs Improvement,2026-08-08 12:43:13.462
R0040433,S000610,C00026,T00216,11.0,30.0,36.67,F,Fail,7,Mid,Average Performance,2026-08-08 12:43:13.462
R0040434,S001066,C00148,T00199,46.0,100.0,46.0,F,Fail,4,Final,Needs Improvement,2026-08-08 12:43:13.462
R0040435,S000702,C00122,T00216,21.0,30.0,70.0,C+,Pass,6,Mid,,2026-08-08 12:43:13.462
R0040436,S000867,C00035,T00148,20.0,20.0,100.0,A+,Pass,1,Final,Needs Improvement,2026-08-08 12:43:13.462
R0040437,S000285,C00060,T00075,50.0,100.0,50.0,D,Pass,1,Quiz,,2026-08-08 12:43:13.462
R0040438,S000596,C00053,T00070,7.0,20.0,35.0,F,Fail,3,Final,Average Performance,2026-08-08 12:43:13.462
R0040439,S000513,C00106,T00128,11.0,30.0,36.67,F,Fail,2,Assignment,Excellent,2026-08-08 12:43:13.462
R0040440,S000158,C00147,T00037,23.0,30.0,76.67,B,Pass,2,Mid,Needs Improvement,2026-08-08 12:43:13.462
R0040441,S001572,C00149,T00110,13.0,30.0,43.33,F,Fail,3,Assignment,,2026-08-08 12:43:13.462
R0040442,S000458,C00111,T00184,46.0,50.0,92.0,A+,Pass,2,Quiz,,2026-08-08 12:43:13.462
R0040443,S001150,C00024,T00043,30.0,30.0,100.0,A+,Pass,7,Mid,Needs Improvement,2026-08-08 12:43:13.462
R0040444,S000165,C00007,T00014,19.0,30.0,63.33,C,Pass,8,Quiz,Excellent,2026-08-08 12:43:13.462
R0040445,S000625,C00033,T00139,29.0,30.0,96.67,A+,Pass,8,Final,Average Performance,2026-08-08 12:43:13.462
R0040446,S000650,C00091,T00201,10.0,30.0,33.33,F,Fail,5,Assignment,Excellent,2026-08-08 12:43:13.462
R0040447,S000218,C00142,T00030,15.0,20.0,75.0,B,Pass,3,Assignment,Needs Improvement,2026-08-08 12:43:13.462
R0040448,S000053,C00060,T00075,55.0,100.0,55.0,D,Pass,1,Mid,Needs Improvement,2026-08-08 12:43:13.462
R0040449,S001220,C00026,T00216,17.0,50.0,34.0,F,Fail,7,Final,Excellent,2026-08-08 12:43:13.462
R0040450,S000974,C00146,T00238,29.0,100.0,29.0,F,Fail,8,Quiz,,2026-08-08 12:43:13.462
R0040451,S000957,C00108,T00050,50.0,100.0,50.0,D,Pass,5,Quiz,Excellent,2026-08-08 12:43:13.462
R0040452,S001870,C00071,T00233,30.0,50.0,60.0,C,Pass,6,Quiz,Average Performance,2026-08-08 12:43:13.462
R0040453,S001712,C00083,T00185,38.0,100.0,38.0,F,Fail,1,Mid,Average Performance,2026-08-08 12:43:13.462
R0040454,S001596,C00008,T00063,9.0,20.0,45.0,F,Fail,5,Mid,Excellent,2026-08-08 12:43:13.462
R0040455,S000746,C00026,T00216,10.0,30.0,33.33,F,Fail,7,Final,Average Performance,2026-08-08 12:43:13.462
R0040456,S000577,C00076,T00019,19.0,20.0,95.0,A+,Pass,5,Final,,2026-08-08 12:43:13.463
R0040457,S000684,C00072,T00015,15.0,20.0,75.0,B,Pass,6,Quiz,,2026-08-08 12:43:13.463
R0040458,S000365,C00024,T00043,10.0,30.0,33.33,F,Fail,7,Assignment,Needs Improvement,2026-08-08 12:43:13.463
R0040459,S000217,C00088,T00202,13.0,50.0,26.0,F,Fail,4,Mid,Average Performance,2026-08-08 12:43:13.463
R0040460,S001558,C00011,T00133,39.0,50.0,78.0,B,Pass,5,Quiz,,2026-08-08 12:43:13.463
R0040461,S001717,C00039,T00020,8.0,20.0,40.0,F,Fail,3,Assignment,Excellent,2026-08-08 12:43:13.463
R0040462,S000161,C00074,T00234,17.0,30.0,56.67,D,Pass,3,Final,Average Performance,2026-08-08 12:43:13.463
R0040463,S001080,C00095,T00291,90.0,100.0,90.0,A+,Pass,3,Quiz,Needs Improvement,2026-08-08 12:43:13.463
R0040464,S000333,C00039,T00020,93.0,100.0,93.0,A+,Pass,3,Final,Average Performance,2026-08-08 12:43:13.463
R0040465,S001219,C00050,T00025,31.0,100.0,31.0,F,Fail,5,Mid,,2026-08-08 12:43:13.463
R0040466,S000101,C00138,T00275,13.0,30.0,43.33,F,Fail,5,Final,,2026-08-08 12:43:13.463
R0040467,S001077,C00144,T00133,30.0,50.0,60.0,C,Pass,7,Assignment,Average Performance,2026-08-08 12:43:13.463
R0040468,S001765,C00123,T00166,30.0,100.0,30.0,F,Fail,8,Assignment,Average Performance,2026-08-08 12:43:13.463
R0040469,S001737,C00087,T00108,85.0,100.0,85.0,A,Pass,4,Quiz,Needs Improvement,2026-08-08 12:43:13.463
R0040470,S001259,C00063,T00010,8.0,20.0,40.0,F,Fail,2,Assignment,Average Performance,2026-08-08 12:43:13.463
R0040471,S001523,C00062,T00147,30.0,50.0,60.0,C,Pass,5,Assignment,Average Performance,2026-08-08 12:43:13.463
R0040472,S000290,C00009,T00037,23.0,50.0,46.0,F,Fail,7,Final,,2026-08-08 12:43:13.463
R0040473,S001439,C00092,T00062,14.0,20.0,70.0,C+,Pass,2,Assignment,Excellent,2026-08-08 12:43:13.463
R0040474,S001985,C00035,T00148,46.0,50.0,92.0,A+,Pass,1,Assignment,,2026-08-08 12:43:13.463
R0040475,S000874,C00134,T00062,63.0,100.0,63.0,C,Pass,5,Quiz,Needs Improvement,2026-08-08 12:43:13.463
R0040476,S000543,C00126,T00007,8.0,20.0,40.0,F,Fail,6,Quiz,,2026-08-08 12:43:13.463
R0040477,S001562,C00120,T00017,17.0,30.0,56.67,D,Pass,8,Assignment,Excellent,2026-08-08 12:43:13.463
R0040478,S000051,C00082,T00100,40.0,50.0,80.0,B+,Pass,6,Quiz,Excellent,2026-08-08 12:43:13.463
R0040479,S000079,C00083,T00185,9.0,20.0,45.0,F,Fail,1,Mid,Average Performance,2026-08-08 12:43:13.463
R0040480,S001807,C00138,T00275,18.0,20.0,90.0,A+,Pass,5,Quiz,Excellent,2026-08-08 12:43:13.463
R0040481,S001534,C00078,T00073,33.0,50.0,66.0,C,Pass,6,Assignment,Average Performance,2026-08-08 12:43:13.463
R0040482,S000210,C00137,T00280,20.0,20.0,100.0,A+,Pass,5,Assignment,Excellent,2026-08-08 12:43:13.463
R0040483,S001524,C00004,T00237,23.0,30.0,76.67,B,Pass,2,Final,Needs Improvement,2026-08-08 12:43:13.463
R0040484,S001990,C00016,T00158,18.0,30.0,60.0,C,Pass,1,Quiz,,2026-08-08 12:43:13.463
R0040485,S001777,C00032,T00030,7.0,30.0,23.33,F,Fail,8,Assignment,,2026-08-08 12:43:13.463
R0040486,S001494,C00111,T00184,93.0,100.0,93.0,A+,Pass,2,Final,,2026-08-08 12:43:13.463
R0040487,S000224,C00014,T00219,5.0,20.0,25.0,F,Fail,3,Assignment,,2026-08-08 12:43:13.463
R0040488,S000930,C00019,T00128,13.0,20.0,65.0,C,Pass,6,Assignment,Excellent,2026-08-08 12:43:13.463
R0040489,S001387,C00124,T00105,32.0,50.0,64.0,C,Pass,3,Mid,Excellent,2026-08-08 12:43:13.463
R0040490,S001700,C00133,T00103,37.0,100.0,37.0,F,Fail,2,Quiz,Average Performance,2026-08-08 12:43:13.463
R0040491,S001197,C00090,T00240,21.0,50.0,42.0,F,Fail,5,Mid,,2026-08-08 12:43:13.463
R0040492,S001450,C00114,T00031,84.0,100.0,84.0,B+,Pass,7,Assignment,,2026-08-08 12:43:13.463
R0040493,S000405,C00114,T00031,27.0,100.0,27.0,F,Fail,7,Assignment,Needs Improvement,2026-08-08 12:43:13.463
R0040494,S001985,C00060,T00075,18.0,30.0,60.0,C,Pass,1,Final,Needs Improvement,2026-08-08 12:43:13.463
R0040495,S000857,C00109,T00065,43.0,50.0,86.0,A,Pass,5,Assignment,Needs Improvement,2026-08-08 12:43:13.463
R0040496,S000878,C00099,T00092,19.0,20.0,95.0,A+,Pass,3,Mid,,2026-08-08 12:43:13.463
R0040497,S001451,C00140,T00187,19.0,20.0,95.0,A+,Pass,4,Mid,Average Performance,2026-08-08 12:43:13.463
R0040498,S001145,C00070,T00191,29.0,30.0,96.67,A+,Pass,7,Final,Excellent,2026-08-08 12:43:13.463
R0040499,S000949,C00020,T00034,100.0,100.0,100.0,A+,Pass,4,Assignment,Excellent,2026-08-08 12:43:13.463
R0040500,S000655,C00007,T00014,13.0,50.0,26.0,F,Fail,8,Final,Excellent,2026-08-08 12:43:13.463
R0040501,S001972,C00038,T00086,77.0,100.0,77.0,B,Pass,7,Mid,,2026-08-08 12:43:13.463
R0040502,S001003,C00083,T00185,33.0,50.0,66.0,C,Pass,1,Assignment,Needs Improvement,2026-08-08 12:43:13.463
R0040503,S001456,C00134,T00062,14.0,20.0,70.0,C+,Pass,5,Assignment,Needs Improvement,2026-08-08 12:43:13.463
R0040504,S001456,C00068,T00067,23.0,30.0,76.67,B,Pass,5,Mid,,2026-08-08 12:43:13.463
R0040505,S000367,C00013,T00291,22.0,50.0,44.0,F,Fail,6,Assignment,Average Performance,2026-08-08 12:43:13.463
R0040506,S001002,C00133,T00103,19.0,30.0,63.33,C,Pass,2,Assignment,Excellent,2026-08-08 12:43:13.463
R0040507,S000074,C00117,T00041,18.0,50.0,36.0,F,Fail,1,Final,,2026-08-08 12:43:13.463
R0040508,S000678,C00025,T00004,52.0,100.0,52.0,D,Pass,6,Final,Needs Improvement,2026-08-08 12:43:13.463
R0040509,S000290,C00038,T00086,42.0,50.0,84.0,B+,Pass,7,Assignment,Excellent,2026-08-08 12:43:13.463
R0040510,S001736,C00081,T00078,46.0,50.0,92.0,A+,Pass,7,Assignment,,2026-08-08 12:43:13.463
R0040511,S000578,C00094,T00060,15.0,20.0,75.0,B,Pass,4,Mid,Average Performance,2026-08-08 12:43:13.463
R0040512,S000085,C00111,T00184,36.0,50.0,72.0,C+,Pass,2,Mid,Excellent,2026-08-08 12:43:13.463
R0040513,S000157,C00010,T00168,12.0,20.0,60.0,C,Pass,3,Final,Needs Improvement,2026-08-08 12:43:13.463
R0040514,S000637,C00094,T00060,30.0,30.0,100.0,A+,Pass,4,Quiz,Needs Improvement,2026-08-08 12:43:13.463
R0040515,S001933,C00088,T00202,20.0,30.0,66.67,C,Pass,4,Quiz,,2026-08-08 12:43:13.463
R0040516,S000618,C00064,T00273,6.0,20.0,30.0,F,Fail,6,Mid,Excellent,2026-08-08 12:43:13.463
R0040517,S001374,C00106,T00128,13.0,20.0,65.0,C,Pass,2,Quiz,Needs Improvement,2026-08-08 12:43:13.463
R0040518,S000491,C00033,T00139,31.0,100.0,31.0,F,Fail,8,Assignment,Needs Improvement,2026-08-08 12:43:13.463
R0040519,S000288,C00097,T00191,9.0,20.0,45.0,F,Fail,4,Mid,Needs Improvement,2026-08-08 12:43:13.463
R0040520,S000465,C00094,T00060,41.0,50.0,82.0,B+,Pass,4,Final,Excellent,2026-08-08 12:43:13.463
R0040521,S000772,C00130,T00218,16.0,20.0,80.0,B+,Pass,8,Quiz,Excellent,2026-08-08 12:43:13.463
R0040522,S000546,C00083,T00185,34.0,100.0,34.0,F,Fail,1,Mid,Needs Improvement,2026-08-08 12:43:13.463
R0040523,S001717,C00095,T00291,25.0,30.0,83.33,B+,Pass,3,Quiz,Excellent,2026-08-08 12:43:13.463
R0040524,S000926,C00081,T00078,96.0,100.0,96.0,A+,Pass,7,Final,,2026-08-08 12:43:13.463
R0040525,S001388,C00033,T00139,14.0,20.0,70.0,C+,Pass,8,Mid,Average Performance,2026-08-08 12:43:13.463
R0040526,S000600,C00121,T00276,48.0,50.0,96.0,A+,Pass,8,Final,,2026-08-08 12:43:13.463
R0040527,S001898,C00082,T00100,10.0,20.0,50.0,D,Pass,6,Assignment,Excellent,2026-08-08 12:43:13.463
R0040528,S000490,C00016,T00158,26.0,30.0,86.67,A,Pass,1,Final,Average Performance,2026-08-08 12:43:13.464
R0040529,S001007,C00121,T00276,37.0,50.0,74.0,C+,Pass,8,Final,Needs Improvement,2026-08-08 12:43:13.464
R0040530,S001660,C00095,T00291,20.0,30.0,66.67,C,Pass,3,Mid,Needs Improvement,2026-08-08 12:43:13.464
R0040531,S001260,C00048,T00148,43.0,50.0,86.0,A,Pass,3,Assignment,Average Performance,2026-08-08 12:43:13.464
R0040532,S001381,C00045,T00172,13.0,50.0,26.0,F,Fail,2,Assignment,Average Performance,2026-08-08 12:43:13.464
R0040533,S000618,C00085,T00080,15.0,20.0,75.0,B,Pass,6,Mid,,2026-08-08 12:43:13.464
R0040534,S000567,C00065,T00244,14.0,30.0,46.67,F,Fail,3,Assignment,Excellent,2026-08-08 12:43:13.464
R0040535,S000986,C00041,T00036,9.0,20.0,45.0,F,Fail,3,Assignment,Excellent,2026-08-08 12:43:13.464
R0040536,S000105,C00039,T00020,18.0,20.0,90.0,A+,Pass,3,Mid,Excellent,2026-08-08 12:43:13.464
R0040537,S000115,C00069,T00017,17.0,30.0,56.67,D,Pass,1,Quiz,Average Performance,2026-08-08 12:43:13.464
R0040538,S001329,C00097,T00191,46.0,100.0,46.0,F,Fail,4,Quiz,Excellent,2026-08-08 12:43:13.464
R0040539,S001797,C00025,T00004,38.0,50.0,76.0,B,Pass,6,Assignment,,2026-08-08 12:43:13.464
R0040540,S001649,C00010,T00168,20.0,20.0,100.0,A+,Pass,3,Quiz,Excellent,2026-08-08 12:43:13.464
R0040541,S001963,C00002,T00001,14.0,20.0,70.0,C+,Pass,7,Quiz,Average Performance,2026-08-08 12:43:13.464
R0040542,S000883,C00150,T00001,10.0,30.0,33.33,F,Fail,1,Final,Needs Improvement,2026-08-08 12:43:13.464
R0040543,S001507,C00016,T00158,5.0,20.0,25.0,F,Fail,1,Mid,Needs Improvement,2026-08-08 12:43:13.464
R0040544,S000611,C00060,T00075,100.0,100.0,100.0,A+,Pass,1,Mid,,2026-08-08 12:43:13.464
R0040545,S000021,C00042,T00286,12.0,50.0,24.0,F,Fail,5,Mid,Excellent,2026-08-08 12:43:13.464
R0040546,S001641,C00025,T00004,32.0,100.0,32.0,F,Fail,6,Mid,Excellent,2026-08-08 12:43:13.464
R0040547,S001840,C00022,T00119,18.0,20.0,90.0,A+,Pass,7,Quiz,Needs Improvement,2026-08-08 12:43:13.464
R0040548,S001913,C00147,T00037,15.0,30.0,50.0,D,Pass,2,Quiz,Excellent,2026-08-08 12:43:13.464
R0040549,S001699,C00134,T00062,81.0,100.0,81.0,B+,Pass,5,Final,,2026-08-08 12:43:13.464
R0040550,S001445,C00119,T00150,16.0,20.0,80.0,B+,Pass,8,Mid,Needs Improvement,2026-08-08 12:43:13.464
R0040551,S001940,C00009,T00037,73.0,100.0,73.0,C+,Pass,7,Mid,Excellent,2026-08-08 12:43:13.464
R0040552,S000321,C00049,T00076,15.0,30.0,50.0,D,Pass,7,Quiz,Needs Improvement,2026-08-08 12:43:13.464
R0040553,S001219,C00143,T00114,17.0,50.0,34.0,F,Fail,5,Final,Needs Improvement,2026-08-08 12:43:13.464
R0040554,S001818,C00099,T00092,12.0,20.0,60.0,C,Pass,3,Final,,2026-08-08 12:43:13.464
R0040555,S001587,C00113,T00220,77.0,100.0,77.0,B,Pass,1,Assignment,Excellent,2026-08-08 12:43:13.464
R0040556,S000010,C00130,T00218,56.0,100.0,56.0,D,Pass,8,Quiz,Average Performance,2026-08-08 12:43:13.464
R0040557,S001599,C00149,T00110,16.0,50.0,32.0,F,Fail,3,Quiz,,2026-08-08 12:43:13.464
R0040558,S000999,C00059,T00300,7.0,30.0,23.33,F,Fail,8,Mid,Excellent,2026-08-08 12:43:13.464
R0040559,S001304,C00115,T00092,8.0,30.0,26.67,F,Fail,1,Quiz,Excellent,2026-08-08 12:43:13.464
R0040560,S001486,C00007,T00014,13.0,20.0,65.0,C,Pass,8,Mid,,2026-08-08 12:43:13.464
R0040561,S001960,C00118,T00235,12.0,20.0,60.0,C,Pass,8,Assignment,Average Performance,2026-08-08 12:43:13.464
R0040562,S000725,C00051,T00175,15.0,30.0,50.0,D,Pass,1,Quiz,Excellent,2026-08-08 12:43:13.464
R0040563,S001842,C00126,T00007,13.0,20.0,65.0,C,Pass,6,Mid,Needs Improvement,2026-08-08 12:43:13.464
R0040564,S000090,C00111,T00184,50.0,100.0,50.0,D,Pass,2,Final,Average Performance,2026-08-08 12:43:13.464
R0040565,S000192,C00127,T00246,9.0,20.0,45.0,F,Fail,1,Final,Needs Improvement,2026-08-08 12:43:13.464
R0040566,S000575,C00010,T00168,30.0,30.0,100.0,A+,Pass,3,Quiz,,2026-08-08 12:43:13.464
R0040567,S000459,C00012,T00094,37.0,50.0,74.0,C+,Pass,1,Final,Excellent,2026-08-08 12:43:13.464
R0040568,S001741,C00104,T00041,49.0,100.0,49.0,F,Fail,1,Assignment,Excellent,2026-08-08 12:43:13.464
R0040569,S000776,C00107,T00060,17.0,50.0,34.0,F,Fail,1,Mid,Needs Improvement,2026-08-08 12:43:13.464
R0040570,S000430,C00133,T00103,8.0,30.0,26.67,F,Fail,2,Mid,Average Performance,2026-08-08 12:43:13.464
R0040571,S001032,C00041,T00036,29.0,30.0,96.67,A+,Pass,3,Final,Excellent,2026-08-08 12:43:13.464
R0040572,S000105,C00053,T00070,25.0,100.0,25.0,F,Fail,3,Mid,Needs Improvement,2026-08-08 12:43:13.464
R0040573,S001398,C00060,T00075,16.0,30.0,53.33,D,Pass,1,Final,Average Performance,2026-08-08 12:43:13.464
R0040574,S001327,C00129,T00031,6.0,20.0,30.0,F,Fail,1,Assignment,Excellent,2026-08-08 12:43:13.464
R0040575,S001607,C00103,T00160,14.0,20.0,70.0,C+,Pass,8,Assignment,Needs Improvement,2026-08-08 12:43:13.464
R0040576,S001612,C00085,T00080,34.0,50.0,68.0,C,Pass,6,Quiz,Average Performance,2026-08-08 12:43:13.464
R0040577,S001411,C00120,T00017,8.0,20.0,40.0,F,Fail,8,Quiz,Average Performance,2026-08-08 12:43:13.464
R0040578,S000834,C00057,T00236,45.0,50.0,90.0,A+,Pass,4,Assignment,Excellent,2026-08-08 12:43:13.464
R0040579,S000460,C00052,T00235,22.0,30.0,73.33,C+,Pass,8,Assignment,Needs Improvement,2026-08-08 12:43:13.464
R0040580,S000714,C00032,T00030,11.0,30.0,36.67,F,Fail,8,Assignment,,2026-08-08 12:43:13.464
R0040581,S001317,C00136,T00274,21.0,30.0,70.0,C+,Pass,7,Final,Excellent,2026-08-08 12:43:13.464
R0040582,S001001,C00147,T00037,58.0,100.0,58.0,D,Pass,2,Assignment,,2026-08-08 12:43:13.464
R0040583,S001344,C00072,T00015,16.0,20.0,80.0,B+,Pass,6,Assignment,Average Performance,2026-08-08 12:43:13.464
R0040584,S000531,C00022,T00119,15.0,30.0,50.0,D,Pass,7,Mid,Needs Improvement,2026-08-08 12:43:13.464
R0040585,S001387,C00095,T00291,14.0,20.0,70.0,C+,Pass,3,Quiz,,2026-08-08 12:43:13.464
R0040586,S000804,C00106,T00128,30.0,50.0,60.0,C,Pass,2,Assignment,Excellent,2026-08-08 12:43:13.464
R0040587,S001281,C00150,T00001,12.0,20.0,60.0,C,Pass,1,Mid,Needs Improvement,2026-08-08 12:43:13.464
R0040588,S001293,C00141,T00199,73.0,100.0,73.0,C+,Pass,2,Quiz,Average Performance,2026-08-08 12:43:13.464
R0040589,S001587,C00077,T00274,20.0,30.0,66.67,C,Pass,1,Final,Excellent,2026-08-08 12:43:13.464
R0040590,S000694,C00139,T00176,14.0,20.0,70.0,C+,Pass,8,Mid,Excellent,2026-08-08 12:43:13.464
R0040591,S000556,C00092,T00062,10.0,20.0,50.0,D,Pass,2,Mid,Average Performance,2026-08-08 12:43:13.464
R0040592,S001183,C00141,T00199,33.0,100.0,33.0,F,Fail,2,Assignment,Excellent,2026-08-08 12:43:13.464
R0040593,S001648,C00020,T00034,5.0,20.0,25.0,F,Fail,4,Mid,Average Performance,2026-08-08 12:43:13.464
R0040594,S000558,C00044,T00201,16.0,20.0,80.0,B+,Pass,4,Quiz,Excellent,2026-08-08 12:43:13.464
R0040595,S000452,C00108,T00050,36.0,100.0,36.0,F,Fail,5,Assignment,,2026-08-08 12:43:13.464
