attendance_id,student_id,course_id,teacher_id,attendance_date,status,remarks,created_at
AT0037189,S000068,C00001,T00296,2025-10-28,Absent,Absent Without Notice,2026-08-08 12:41:53.987
AT0037190,S000442,C00115,T00092,2025-04-12,Present,,2026-08-08 12:41:53.987
AT0037191,S000892,C00108,T00050,2025-08-18,Late,Medical Leave,2026-08-08 12:41:53.987
AT0037192,S001299,C00102,T00160,2025-06-09,Absent,,2026-08-08 12:41:53.987
AT0037193,S001553,C00028,T00230,2025-03-31,Present,,2026-08-08 12:41:53.987
AT0037194,S000169,C00126,T00007,2025-11-15,Present,,2026-08-08 12:41:53.987
AT0037195,S000073,C00123,T00166,2025-08-03,Present,,2026-08-08 12:41:53.987
AT0037196,S001185,C00114,T00031,2025-12-14,Present,,2026-08-08 12:41:53.987
AT0037197,S000773,C00011,T00133,2025-11-09,Leave,,2026-08-08 12:41:53.987
AT0037198,S000982,C00065,T00244,2025-12-29,Leave,Medical Leave,2026-08-08 12:41:53.987
AT0037199,S000880,C00104,T00041,2025-12-25,Present,,2026-08-08 12:41:53.987
AT0037200,S000301,C00108,T00050,2025-10-07,Late,Absent Without Notice,2026-08-08 12:41:53.987
AT0037201,S001520,C00134,T00062,2025-11-05,Present,,2026-08-08 12:41:53.987
AT0037202,S000958,C00091,T00201,2025-09-10,Absent,Medical Leave,2026-08-08 12:41:53.988
AT0037203,S001178,C00050,T00025,2025-11-07,Leave,Absent Without Notice,2026-08-08 12:41:53.988
AT0037204,S000350,C00050,T00025,2025-02-10,Present,,2026-08-08 12:41:53.988
AT0037205,S000440,C00088,T00202,2025-07-14,Present,,2026-08-08 12:41:53.988
AT0037206,S001601,C00074,T00234,2025-01-04,Present,,2026-08-08 12:41:53.988
AT0037207,S000781,C00021,T00115,2025-01-25,Present,,2026-08-08 12:41:53.988
AT0037208,S001514,C00127,T00246,2025-08-21,Present,,2026-08-08 12:41:53.988
AT0037209,S001330,C00141,T00199,2025-06-06,Present,,2026-08-08 12:41:53.988
AT0037210,S000397,C00144,T00133,2025-05-01,Present,,2026-08-08 12:41:53.988
AT0037211,S001250,C00128,T00197,2025-09-10,Present,,2026-08-08 12:41:53.988
AT0037212,S000388,C00072,T00015,2025-05-08,Present,,2026-08-08 12:41:53.988
AT0037213,S001323,C00076,T00019,2025-07-02,Present,,2026-08-08 12:41:53.988
AT0037214,S000202,C00090,T00240,2025-07-23,Leave,Medical Leave,2026-08-08 12:41:53.988
AT0037215,S000445,C00135,T00280,2025-05-19,Present,,2026-08-08 12:41:53.988
AT0037216,S000071,C00009,T00037,2025-06-22,Present,,2026-08-08 12:41:53.988
AT0037217,S001091,C00058,T00187,2025-07-23,Leave,Medical Leave,2026-08-08 12:41:53.988
AT0037218,S000412,C00057,T00236,2025-01-20,Present,,2026-08-08 12:41:53.988
AT0037219,S002000,C00095,T00291,2025-12-03,Present,,2026-08-08 12:41:53.988
AT0037220,S001995,C00126,T00007,2025-07-18,Present,,2026-08-08 12:41:53.988
AT0037221,S000086,C00067,T00290,2025-03-30,Present,,2026-08-08 12:41:53.988
AT0037222,S000611,C00078,T00073,2025-09-02,Leave,Late Arrival,2026-08-08 12:41:53.988
AT0037223,S000978,C00148,T00199,2025-09-06,Late,Medical Leave,2026-08-08 12:41:53.988
AT0037224,S000103,C00033,T00139,2025-05-02,Absent,,2026-08-08 12:41:53.988
AT0037225,S001799,C00091,T00201,2025-07-12,Present,,2026-08-08 12:41:53.988
AT0037226,S000509,C00059,T00300,2025-06-15,Present,,2026-08-08 12:41:53.988
AT0037227,S001696,C00128,T00197,2025-08-14,Present,,2026-08-08 12:41:53.988
AT0037228,S001286,C00007,T00014,2025-06-21,Leave,,2026-08-08 12:41:53.988
AT0037229,S000986,C00146,T00238,2025-03-19,Present,,2026-08-08 12:41:53.988
AT0037230,S000542,C00058,T00187,2025-01-07,Late,,2026-08-08 12:41:53.988
AT0037231,S001977,C00080,T00062,2025-05-10,Present,,2026-08-08 12:41:53.988
AT0037232,S001088,C00114,T00031,2025-01-11,Present,,2026-08-08 12:41:53.988
AT0037233,S001168,C00058,T00187,2025-06-16,Present,,2026-08-08 12:41:53.988
AT0037234,S001739,C00090,T00240,2025-07-29,Present,,2026-08-08 12:41:53.988
AT0037235,S001296,C00139,T00176,2025-08-19,Late,,2026-08-08 12:41:53.988
AT0037236,S000784,C00148,T00199,2025-09-09,Leave,Medical Leave,2026-08-08 12:41:53.988
AT0037237,S000333,C00100,T00170,2025-06-01,Present,,2026-08-08 12:41:53.988
AT0037238,S000739,C00010,T00168,2025-12-29,Absent,Medical Leave,2026-08-08 12:41:53.988
AT0037239,S001366,C00087,T00108,2025-01-23,Late,Medical Leave,2026-08-08 12:41:53.988
AT0037240,S000882,C00101,T00067,2025-09-28,Present,,2026-08-08 12:41:53.988
AT0037241,S001586,C00057,T00236,2025-03-23,Present,,2026-08-08 12:41:53.988
AT0037242,S000567,C00142,T00030,2025-09-18,Present,,2026-08-08 12:41:53.988
AT0037243,S000215,C00087,T00108,2025-05-21,Present,,2026-08-08 12:41:53.988
AT0037244,S000993,C00056,T00017,2025-07-03,Present,,2026-08-08 12:41:53.988
AT0037245,S000930,C00033,T00139,2025-11-04,Present,,2026-08-08 12:41:53.988
AT0037246,S001558,C00087,T00108,2025-01-16,Present,,2026-08-08 12:41:53.988
AT0037247,S000837,C00065,T00244,2025-12-09,Present,,2026-08-08 12:41:53.988
AT0037248,S001769,C00121,T00276,2025-11-07,Present,,2026-08-08 12:41:53.988
AT0037249,S000922,C00029,T00115,2025-05-25,Leave,Absent Without Notice,2026-08-08 12:41:53.988
AT0037250,S000680,C00120,T00017,2025-05-02,Present,,2026-08-08 12:41:53.988
AT0037251,S000359,C00133,T00103,2025-08-20,Present,,2026-08-08 12:41:53.988
AT0037252,S000336,C00116,T00080,2025-11-26,Present,,2026-08-08 12:41:53.988
AT0037253,S001231,C00034,T00188,2025-05-14,Present,,2026-08-08 12:41:53.988
AT0037254,S000986,C00038,T00086,2025-01-11,Present,,2026-08-08 12:41:53.988
AT0037255,S000466,C00092,T00062,2025-08-24,Present,,2026-08-08 12:41:53.988
AT0037256,S001519,C00033,T00139,2025-08-07,Absent,Late Arrival,2026-08-08 12:41:53.988
AT0037257,S001426,C00138,T00275,2025-12-09,Present,,2026-08-08 12:41:53.988
AT0037258,S001990,C00093,T00224,2025-09-11,Absent,Absent Without Notice,2026-08-08 12:41:53.988
AT0037259,S001922,C00097,T00191,2025-10-11,Present,,2026-08-08 12:41:53.988
AT0037260,S000050,C00076,T00019,2025-03-27,Present,,2026-08-08 12:41:53.988
AT0037261,S001693,C00143,T00114,2025-03-29,Present,,2026-08-08 12:41:53.988
AT0037262,S001910,C00017,T00048,2025-08-31,Late,Late Arrival,2026-08-08 12:41:53.988
AT0037263,S001791,C00144,T00133,2025-10-06,Present,,2026-08-08 12:41:53.988
AT0037264,S001251,C00126,T00007,2025-08-31,Absent,,2026-08-08 12:41:53.988
AT0037265,S000511,C00118,T00235,2025-10-15,Leave,,2026-08-08 12:41:53.988
AT0037266,S000271,C00017,T00048,2025-04-12,Late,,2026-08-08 12:41:53.988
AT0037267,S000003,C00103,T00160,2025-04-28,Present,,2026-08-08 12:41:53.988
AT0037268,S001035,C00092,T00062,2025-10-07,Absent,,2026-08-08 12:41:53.988
AT0037269,S000223,C00017,T00048,2025-11-03,Late,Medical Leave,2026-08-08 12:41:53.988
AT0037270,S001254,C00140,T00187,2025-06-12,Absent,Medical Leave,2026-08-08 12:41:53.988
AT0037271,S000313,C00131,T00111,2025-02-17,Absent,,2026-08-08 12:41:53.988
AT0037272,S000680,C00069,T00017,2025-06-15,Present,,2026-08-08 12:41:53.988
AT0037273,S000881,C00057,T00236,2025-09-01,Present,,2026-08-08 12:41:53.988
AT0037274,S000730,C00012,T00094,2025-09-04,Late,Late Arrival,2026-08-08 12:41:53.988
AT0037275,S000501,C00021,T00115,2025-02-08,Present,,2026-08-08 12:41:53.988
AT0037276,S001842,C00101,T00067,2025-02-22,Present,,2026-08-08 12:41:53.988
AT0037277,S000872,C00103,T00160,2025-01-14,Present,,2026-08-08 12:41:53.988
AT0037278,S000367,C00066,T00044,2025-11-13,Present,,2026-08-08 12:41:53.988
AT0037279,S001948,C00052,T00235,2025-10-18,Leave,,2026-08-08 12:41:53.988
AT0037280,S000201,C00125,T00073,2025-11-06,Present,,2026-08-08 12:41:53.988
AT0037281,S001794,C00123,T00166,2025-02-25,Present,,2026-08-08 12:41:53.988
AT0037282,S001147,C00140,T00187,2025-05-21,Present,,2026-08-08 12:41:53.988
AT0037283,S001930,C00081,T00078,2025-01-19,Leave,,2026-08-08 12:41:53.988
AT0037284,S000607,C00002,T00001,2025-09-14,Absent,Absent Without Notice,2026-08-08 12:41:53.988
AT0037285,S000844,C00058,T00187,2025-10-18,Leave,Late Arrival,2026-08-08 12:41:53.988
AT0037286,S000745,C00116,T00080,2025-06-09,Present,,2026-08-08 12:41:53.988
AT0037287,S001686,C00121,T00276,2025-11-20,Present,,2026-08-08 12:41:53.989
AT0037288,S001497,C00150,T00001,2025-06-25,Present,,2026-08-08 12:41:53.989
AT0037289,S001963,C00068,T00067,2025-04-12,Present,,2026-08-08 12:41:53.989
AT0037290,S000382,C00096,T00167,2025-01-30,Present,,2026-08-08 12:41:53.989
AT0037291,S000441,C00122,T00216,2025-04-17,Present,,2026-08-08 12:41:53.989
AT0037292,S001674,C00076,T00019,2025-11-13,Present,,2026-08-08 12:41:53.989
AT0037293,S000759,C00117,T00041,2025-01-31,Present,,2026-08-08 12:41:53.989
AT0037294,S001222,C00052,T00235,2025-05-09,Leave,,2026-08-08 12:41:53.989
AT0037295,S001916,C00143,T00114,2025-06-15,Present,,2026-08-08 12:41:53.989
AT0037296,S001370,C00140,T00187,2025-10-14,Present,,2026-08-08 12:41:53.989
AT0037297,S000682,C00068,T00067,2025-07-21,Present,,2026-08-08 12:41:53.989
AT0037298,S000603,C00016,T00158,2025-07-08,Leave,Absent Without Notice,2026-08-08 12:41:53.989
AT0037299,S001008,C00127,T00246,2025-04-22,Present,,2026-08-08 12:41:53.989
AT0037300,S000357,C00016,T00158,2025-10-28,Present,,2026-08-08 12:41:53.989
AT0037301,S001505,C00030,T00118,2025-09-23,Present,,2026-08-08 12:41:53.989
AT0037302,S001226,C00024,T00043,2025-09-11,Present,,2026-08-08 12:41:53.989
AT0037303,S001447,C00082,T00100,2025-09-10,Present,,2026-08-08 12:41:53.989
AT0037304,S001429,C00063,T00010,2025-03-02,Present,,2026-08-08 12:41:53.989
AT0037305,S001515,C00102,T00160,2025-11-07,Leave,Absent Without Notice,2026-08-08 12:41:53.989
AT0037306,S001443,C00027,T00286,2025-08-27,Present,,2026-08-08 12:41:53.989
AT0037307,S000978,C00105,T00093,2025-03-11,Present,,2026-08-08 12:41:53.989
AT0037308,S001944,C00041,T00036,2025-12-23,Present,,2026-08-08 12:41:53.989
AT0037309,S000746,C00133,T00103,2025-07-31,Late,Medical Leave,2026-08-08 12:41:53.989
AT0037310,S001560,C00073,T00061,2025-03-21,Present,,2026-08-08 12:41:53.989
AT0037311,S000476,C00123,T00166,2025-07-24,Present,,2026-08-08 12:41:53.989
AT0037312,S001404,C00027,T00286,2025-01-26,Absent,,2026-08-08 12:41:53.989
AT0037313,S001125,C00049,T00076,2025-02-13,Present,,2026-08-08 12:41:53.989
AT0037314,S001434,C00051,T00175,2025-10-01,Present,,2026-08-08 12:41:53.989
AT0037315,S000078,C00002,T00001,2025-02-05,Leave,,2026-08-08 12:41:53.989
AT0037316,S000240,C00058,T00187,2025-02-18,Present,,2026-08-08 12:41:53.989
AT0037317,S001320,C00067,T00290,2025-12-19,Late,,2026-08-08 12:41:53.989
AT0037318,S001377,C00123,T00166,2025-01-18,Present,,2026-08-08 12:41:53.989
AT0037319,S000873,C00080,T00062,2025-02-24,Leave,Absent Without Notice,2026-08-08 12:41:53.989
AT0037320,S000719,C00014,T00219,2025-01-15,Present,,2026-08-08 12:41:53.989
AT0037321,S001867,C00117,T00041,2025-01-20,Present,,2026-08-08 12:41:53.989
AT0037322,S001447,C00049,T00076,2025-06-14,Present,,2026-08-08 12:41:53.989
AT0037323,S001403,C00126,T00007,2025-02-09,Late,Medical Leave,2026-08-08 12:41:53.989
AT0037324,S001744,C00105,T00093,2025-10-08,Absent,Absent Without Notice,2026-08-08 12:41:53.989
AT0037325,S001032,C00027,T00286,2025-10-10,Present,,2026-08-08 12:41:53.989
AT0037326,S001502,C00105,T00093,2025-09-24,Late,,2026-08-08 12:41:53.989
AT0037327,S001373,C00038,T00086,2025-06-15,Present,,2026-08-08 12:41:53.989
AT0037328,S000531,C00107,T00060,2025-03-04,Present,,2026-08-08 12:41:53.989
AT0037329,S001502,C00046,T00068,2025-11-24,Leave,Medical Leave,2026-08-08 12:41:53.989
AT0037330,S000733,C00077,T00274,2025-02-01,Absent,Late Arrival,2026-08-08 12:41:53.989
AT0037331,S001741,C00083,T00185,2025-03-02,Present,,2026-08-08 12:41:53.989
AT0037332,S000357,C00074,T00234,2025-12-03,Present,,2026-08-08 12:41:53.989
AT0037333,S001509,C00088,T00202,2025-03-09,Present,,2026-08-08 12:41:53.989
AT0037334,S001972,C00118,T00235,2025-11-20,Present,,2026-08-08 12:41:53.989
AT0037335,S001477,C00005,T00214,2025-03-06,Present,,2026-08-08 12:41:53.989
AT0037336,S001266,C00005,T00214,2025-05-08,Present,,2026-08-08 12:41:53.989
AT0037337,S001385,C00003,T00220,2025-01-22,Absent,,2026-08-08 12:41:53.989
AT0037338,S000750,C00093,T00224,2025-08-15,Late,,2026-08-08 12:41:53.989
AT0037339,S000484,C00076,T00019,2025-02-04,Present,,2026-08-08 12:41:53.989
AT0037340,S000819,C00099,T00092,2025-11-04,Present,,2026-08-08 12:41:53.989
AT0037341,S001244,C00143,T00114,2025-01-25,Late,Late Arrival,2026-08-08 12:41:53.989
AT0037342,S000736,C00070,T00191,2025-10-03,Present,,2026-08-08 12:41:53.989
AT0037343,S001560,C00015,T00109,2025-11-15,Present,,2026-08-08 12:41:53.989
AT0037344,S001280,C00065,T00244,2025-07-25,Leave,Absent Without Notice,2026-08-08 12:41:53.989
AT0037345,S001832,C00046,T00068,2025-10-15,Present,,2026-08-08 12:41:53.989
AT0037346,S001590,C00012,T00094,2025-05-14,Present,,2026-08-08 12:41:53.989
AT0037347,S000315,C00016,T00158,2025-07-21,Present,,2026-08-08 12:41:53.989
AT0037348,S000504,C00030,T00118,2025-02-17,Late,Absent Without Notice,2026-08-08 12:41:53.989
AT0037349,S000162,C00048,T00148,2025-05-02,Present,,2026-08-08 12:41:53.989
AT0037350,S000862,C00050,T00025,2025-07-22,Leave,Absent Without Notice,2026-08-08 12:41:53.989
AT0037351,S000502,C00104,T00041,2025-10-24,Leave,,2026-08-08 12:41:53.989
AT0037352,S000759,C00118,T00235,2025-04-22,Present,,2026-08-08 12:41:53.989
AT0037353,S000288,C00091,T00201,2025-05-16,Late,Late Arrival,2026-08-08 12:41:53.989
AT0037354,S000448,C00081,T00078,2025-02-03,Present,,2026-08-08 12:41:53.989
AT0037355,S000257,C00121,T00276,2025-11-02,Present,,2026-08-08 12:41:53.989
AT0037356,S000861,C00019,T00128,2025-11-15,Absent,Medical Leave,2026-08-08 12:41:53.989
AT0037357,S001856,C00135,T00280,2025-06-18,Present,,2026-08-08 12:41:53.989
AT0037358,S001038,C00133,T00103,2025-12-26,Leave,Medical Leave,2026-08-08 12:41:53.989
AT0037359,S000016,C00075,T00234,2025-01-19,Present,,2026-08-08 12:41:53.989
AT0037360,S000901,C00054,T00130,2025-07-16,Present,,2026-08-08 12:41:53.989
AT0037361,S000579,C00147,T00037,2025-08-15,Present,,2026-08-08 12:41:53.989
AT0037362,S000365,C00128,T00197,2025-05-03,Absent,Medical Leave,2026-08-08 12:41:53.989
AT0037363,S000712,C00004,T00237,2025-12-23,Present,,2026-08-08 12:41:53.989
AT0037364,S001815,C00068,T00067,2025-01-26,Absent,Absent Without Notice,2026-08-08 12:41:53.989
AT0037365,S000191,C00110,T00249,2025-05-17,Present,,2026-08-08 12:41:53.989
AT0037366,S001409,C00056,T00017,2025-06-07,Present,,2026-08-08 12:41:53.989
AT0037367,S001878,C00149,T00110,2025-04-22,Present,,2026-08-08 12:41:53.989
AT0037368,S001370,C00140,T00187,2025-09-01,Present,,2026-08-08 12:41:53.989
AT0037369,S001561,C00143,T00114,2025-04-29,Present,,2026-08-08 12:41:53.989
AT0037370,S000632,C00130,T00218,2025-06-21,Present,,2026-08-08 12:41:53.989
AT0037371,S001843,C00036,T00160,2025-05-05,Late,,2026-08-08 12:41:53.989
AT0037372,S000241,C00024,T00043,2025-03-16,Absent,Medical Leave,2026-08-08 12:41:53.990
AT0037373,S000002,C00037,T00204,2025-11-07,Present,,2026-08-08 12:41:53.990
AT0037374,S001485,C00096,T00167,2025-11-12,Present,,2026-08-08 12:41:53.990
AT0037375,S000156,C00033,T00139,2025-04-09,Present,,2026-08-08 12:41:53.990
AT0037376,S001085,C00140,T00187,2025-06-18,Leave,Absent Without Notice,2026-08-08 12:41:53.990
AT0037377,S001276,C00079,T00251,2025-07-08,Present,,2026-08-08 12:41:53.990
AT0037378,S001823,C00017,T00048,2025-08-20,Late,Medical Leave,2026-08-08 12:41:53.990
AT0037379,S000907,C00099,T00092,2025-07-05,Present,,2026-08-08 12:41:53.990
AT0037380,S000735,C00132,T00193,2025-03-27,Present,,2026-08-08 12:41:53.990
AT0037381,S001941,C00109,T00065,2025-07-26,Present,,2026-08-08 12:41:53.990
AT0037382,S001893,C00062,T00147,2025-08-10,Present,,2026-08-08 12:41:53.990
AT0037383,S000737,C00024,T00043,2025-03-16,Present,,2026-08-08 12:41:53.990
AT0037384,S001266,C00105,T00093,2025-05-23,Absent,Absent Without Notice,2026-08-08 12:41:53.990
AT0037385,S000578,C00090,T00240,2025-06-22,Absent,Late Arrival,2026-08-08 12:41:53.990
AT0037386,S001451,C00121,T00276,2025-10-14,Absent,Medical Leave,2026-08-08 12:41:53.990
AT0037387,S001334,C00050,T00025,2025-05-24,Absent,,2026-08-08 12:41:53.990
AT0037388,S001046,C00024,T00043,2025-07-20,Absent,Absent Without Notice,2026-08-08 12:41:53.990
AT0037389,S001675,C00009,T00037,2025-08-10,Late,Absent Without Notice,2026-08-08 12:41:53.990
AT0037390,S000813,C00057,T00236,2025-12-19,Absent,,2026-08-08 12:41:53.990
AT0037391,S000700,C00017,T00048,2025-11-24,Leave,Absent Without Notice,2026-08-08 12:41:53.990
AT0037392,S000068,C00090,T00240,2025-02-22,Present,,2026-08-08 12:41:53.990
AT0037393,S001198,C00046,T00068,2025-07-18,Present,,2026-08-08 12:41:53.990
AT0037394,S000922,C00148,T00199,2025-01-22,Present,,2026-08-08 12:41:53.990
AT0037395,S000274,C00036,T00160,2025-08-05,Present,,2026-08-08 12:41:53.990
AT0037396,S000080,C00118,T00235,2025-02-13,Absent,Medical Leave,2026-08-08 12:41:53.990
AT0037397,S001361,C00001,T00296,2025-07-15,Present,,2026-08-08 12:41:53.990
AT0037398,S000210,C00100,T00170,2025-06-23,Present,,2026-08-08 12:41:53.990
AT0037399,S001435,C00045,T00172,2025-11-30,Absent,Medical Leave,2026-08-08 12:41:53.990
AT0037400,S001356,C00027,T00286,2025-12-24,Present,,2026-08-08 12:41:53.990
AT0037401,S000282,C00083,T00185,2025-05-25,Present,,2026-08-08 12:41:53.990
AT0037402,S001780,C00001,T00296,2025-05-16,Absent,Medical Leave,2026-08-08 12:41:53.990
AT0037403,S000208,C00044,T00201,2025-03-20,Present,,2026-08-08 12:41:53.990
AT0037404,S001016,C00142,T00030,2025-08-16,Late,Medical Leave,2026-08-08 12:41:53.990
AT0037405,S000400,C00031,T00063,2025-12-27,Present,,2026-08-08 12:41:53.990
AT0037406,S001994,C00118,T00235,2025-04-13,Absent,Late Arrival,2026-08-08 12:41:53.990
AT0037407,S001869,C00089,T00208,2025-06-04,Present,,2026-08-08 12:41:53.990
AT0037408,S000009,C00090,T00240,2025-09-28,Late,Medical Leave,2026-08-08 12:41:53.990
AT0037409,S001520,C00143,T00114,2025-02-04,Present,,2026-08-08 12:41:53.990
AT0037410,S001493,C00054,T00130,2025-02-22,Present,,2026-08-08 12:41:53.990
AT0037411,S000699,C00150,T00001,2025-06-15,Present,,2026-08-08 12:41:53.990
AT0037412,S000843,C00054,T00130,2025-03-26,Present,,2026-08-08 12:41:53.990
AT0037413,S000487,C00009,T00037,2025-11-01,Present,,2026-08-08 12:41:53.990
AT0037414,S000624,C00141,T00199,2025-02-17,Leave,Absent Without Notice,2026-08-08 12:41:53.990
AT0037415,S000605,C00059,T00300,2025-08-19,Present,,2026-08-08 12:41:53.990
AT0037416,S000160,C00116,T00080,2025-08-12,Present,,2026-08-08 12:41:53.990
AT0037417,S000901,C00014,T00219,2025-02-04,Present,,2026-08-08 12:41:53.990
AT0037418,S000872,C00019,T00128,2025-03-25,Leave,,2026-08-08 12:41:53.990
AT0037419,S000861,C00136,T00274,2025-10-13,Present,,2026-08-08 12:41:53.990
AT0037420,S001559,C00137,T00280,2025-08-07,Leave,Late Arrival,2026-08-08 12:41:53.990
AT0037421,S000604,C00070,T00191,2025-05-06,Late,Medical Leave,2026-08-08 12:41:53.990
AT0037422,S000026,C00075,T00234,2025-05-17,Present,,2026-08-08 12:41:53.990
AT0037423,S000300,C00054,T00130,2025-06-02,Present,,2026-08-08 12:41:53.990
AT0037424,S001247,C00118,T00235,2025-11-22,Present,,2026-08-08 12:41:53.990
AT0037425,S001775,C00100,T00170,2025-04-16,Leave,Medical Leave,2026-08-08 12:41:53.990
AT0037426,S001671,C00135,T00280,2025-01-02,Late,Medical Leave,2026-08-08 12:41:53.990
AT0037427,S000161,C00069,T00017,2025-11-12,Present,,2026-08-08 12:41:53.990
AT0037428,S001263,C00057,T00236,2025-09-14,Present,,2026-08-08 12:41:53.990
AT0037429,S000586,C00016,T00158,2025-04-02,Present,,2026-08-08 12:41:53.990
AT0037430,S000785,C00143,T00114,2025-08-12,Present,,2026-08-08 12:41:53.990
AT0037431,S000528,C00040,T00240,2025-08-30,Leave,Absent Without Notice,2026-08-08 12:41:53.990
AT0037432,S000740,C00145,T00022,2025-05-25,Present,,2026-08-08 12:41:53.990
AT0037433,S000282,C00045,T00172,2025-08-21,Present,,2026-08-08 12:41:53.990
AT0037434,S000060,C00024,T00043,2025-09-08,Present,,2026-08-08 12:41:53.990
AT0037435,S001235,C00121,T00276,2025-09-23,Present,,2026-08-08 12:41:53.990
AT0037436,S001943,C00123,T00166,2025-05-28,Present,,2026-08-08 12:41:53.990
AT0037437,S000968,C00082,T00100,2025-12-31,Present,,2026-08-08 12:41:53.990
AT0037438,S001970,C00043,T00121,2025-07-03,Leave,,2026-08-08 12:41:53.990
AT0037439,S000927,C00141,T00199,2025-08-29,Absent,Absent Without Notice,2026-08-08 12:41:53.990
AT0037440,S001076,C00101,T00067,2025-01-09,Leave,Late Arrival,2026-08-08 12:41:53.990
AT0037441,S000287,C00012,T00094,2025-12-10,Present,,2026-08-08 12:41:53.990
AT0037442,S001126,C00048,T00148,2025-06-19,Leave,Late Arrival,2026-08-08 12:41:53.990
AT0037443,S001743,C00016,T00158,2025-09-29,Present,,2026-08-08 12:41:53.990
AT0037444,S000483,C00147,T00037,2025-11-23,Absent,Medical Leave,2026-08-08 12:41:53.990
AT0037445,S000967,C00038,T00086,2025-03-16,Present,,2026-08-08 12:41:53.990
AT0037446,S000541,C00133,T00103,2025-12-27,Present,,2026-08-08 12:41:53.990
AT0037447,S001219,C00117,T00041,2025-04-03,Present,,2026-08-08 12:41:53.990
AT0037448,S001378,C00116,T00080,2025-12-03,Present,,2026-08-08 12:41:53.990
AT0037449,S001013,C00023,T00224,2025-12-05,Late,,2026-08-08 12:41:53.990
AT0037450,S000766,C00031,T00063,2025-04-26,Present,,2026-08-08 12:41:53.990
AT0037451,S000294,C00007,T00014,2025-07-18,Present,,2026-08-08 12:41:53.990
AT0037452,S001907,C00146,T00238,2025-04-18,Present,,2026-08-08 12:41:53.990
AT0037453,S001466,C00134,T00062,2025-12-07,Present,,2026-08-08 12:41:53.990
AT0037454,S000185,C00139,T00176,2025-12-13,Present,,2026-08-08 12:41:53.990
AT0037455,S001718,C00119,T00150,2025-05-11,Present,,2026-08-08 12:41:53.990
AT0037456,S000445,C00091,T00201,2025-05-16,Present,,2026-08-08 12:41:53.990
AT0037457,S000618,C00047,T00154,2025-03-30,Leave,Absent Without Notice,2026-08-08 12:41:53.991
AT0037458,S001900,C00144,T00133,2025-06-16,Absent,Medical Leave,2026-08-08 12:41:53.991
AT0037459,S001255,C00127,T00246,2025-08-03,Present,,2026-08-08 12:41:53.991
AT0037460,S000525,C00052,T00235,2025-07-24,Present,,2026-08-08 12:41:53.991
AT0037461,S001388,C00006,T00241,2025-09-20,Present,,2026-08-08 12:41:53.991
AT0037462,S000100,C00098,T00297,2025-10-19,Present,,2026-08-08 12:41:53.991
AT0037463,S000530,C00027,T00286,2025-03-07,Present,,2026-08-08 12:41:53.991
AT0037464,S000968,C00009,T00037,2025-07-12,Present,,2026-08-08 12:41:53.991
AT0037465,S000412,C00132,T00193,2025-04-16,Present,,2026-08-08 12:41:53.991
AT0037466,S001554,C00049,T00076,2025-03-10,Present,,2026-08-08 12:41:53.991
AT0037467,S000250,C00051,T00175,2025-10-19,Absent,Late Arrival,2026-08-08 12:41:53.991
AT0037468,S000174,C00138,T00275,2025-02-26,Present,,2026-08-08 12:41:53.991
AT0037469,S000587,C00085,T00080,2025-01-29,Absent,Late Arrival,2026-08-08 12:41:53.991
AT0037470,S001569,C00021,T00115,2025-10-26,Present,,2026-08-08 12:41:53.991
AT0037471,S001912,C00006,T00241,2025-02-13,Absent,Late Arrival,2026-08-08 12:41:53.991
AT0037472,S001672,C00065,T00244,2025-07-05,Present,,2026-08-08 12:41:53.991
AT0037473,S000916,C00020,T00034,2025-09-14,Present,,2026-08-08 12:41:53.991
AT0037474,S000957,C00108,T00050,2025-03-30,Present,,2026-08-08 12:41:53.991
AT0037475,S001361,C00090,T00240,2025-10-16,Present,,2026-08-08 12:41:53.991
AT0037476,S001299,C00066,T00044,2025-02-10,Present,,2026-08-08 12:41:53.991
AT0037477,S001873,C00043,T00121,2025-03-17,Present,,2026-08-08 12:41:53.991
AT0037478,S001163,C00017,T00048,2025-11-19,Present,,2026-08-08 12:41:53.991
AT0037479,S001857,C00113,T00220,2025-03-23,Present,,2026-08-08 12:41:53.991
AT0037480,S001353,C00017,T00048,2025-12-16,Present,,2026-08-08 12:41:53.991
AT0037481,S001173,C00074,T00234,2025-12-04,Present,,2026-08-08 12:41:53.991
AT0037482,S000722,C00137,T00280,2025-01-29,Present,,2026-08-08 12:41:53.991
AT0037483,S001261,C00022,T00119,2025-06-19,Leave,,2026-08-08 12:41:53.991
AT0037484,S000276,C00112,T00084,2025-04-04,Present,,2026-08-08 12:41:53.991
AT0037485,S000084,C00135,T00280,2025-06-28,Present,,2026-08-08 12:41:53.991
AT0037486,S000953,C00115,T00092,2025-07-10,Present,,2026-08-08 12:41:53.991
AT0037487,S001944,C00007,T00014,2025-06-16,Present,,2026-08-08 12:41:53.991
AT0037488,S001825,C00031,T00063,2025-07-23,Present,,2026-08-08 12:41:53.991
AT0037489,S001404,C00097,T00191,2025-12-09,Present,,2026-08-08 12:41:53.991
AT0037490,S001744,C00021,T00115,2025-03-24,Leave,Medical Leave,2026-08-08 12:41:53.991
AT0037491,S000049,C00050,T00025,2025-06-08,Late,Medical Leave,2026-08-08 12:41:53.991
AT0037492,S000524,C00133,T00103,2025-07-05,Present,,2026-08-08 12:41:53.991
